trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T02063,summer,1,25,18.38,200,157,78.5,1.458,1.25,0.434,3.142,1.475,1.481,1.464,4.42,-40.69
T02064,summer,1,42,27.17,200,15,7.5,2.45,2.1,1.052,5.602,0.84,0.997,0.944,2.782,50.34
T02065,spring,1,30,10.65,200,96,48.0,1.75,1.5,1.023,4.273,1.16,1.32,1.633,4.113,3.73
T02066,winter,1,57,-0.3,200,116,58.0,3.325,2.85,3.625,9.8,2.584,2.793,4.819,10.196,-4.04
T02067,winter,0,30,0.97,200,14,7.0,3.0,1.5,1.817,6.317,0.74,0.705,1.499,2.944,53.4
T02068,winter,0,42,5.51,200,46,23.0,4.2,2.1,1.899,8.199,1.484,1.323,2.052,4.859,40.74
T02069,summer,0,52,29.85,200,16,8.0,5.2,2.6,1.765,9.565,1.317,1.248,1.512,4.078,57.37
T02070,spring,0,40,12.73,200,67,33.5,4.0,2.0,1.183,7.183,1.693,1.47,1.677,4.84,32.62
T02071,autumn,1,43,10.9,200,58,29.0,2.508,2.15,1.442,6.101,1.118,1.483,1.831,4.432,27.35
T02072,spring,1,40,5.89,200,68,34.0,2.333,2.0,1.776,6.11,1.173,1.48,2.191,4.844,20.71
T02073,autumn,1,11,13.34,200,126,63.0,0.642,0.55,0.311,1.503,0.535,0.566,0.644,1.745,-16.16
T02074,spring,0,33,4.32,200,20,10.0,3.3,1.65,1.578,6.528,0.88,0.825,1.427,3.132,52.02
T02075,spring,0,44,15.06,200,37,18.5,4.4,2.2,1.079,7.679,1.423,1.287,1.261,3.97,48.3
T02076,spring,0,21,10.4,200,47,23.5,2.1,1.05,0.727,3.877,0.749,0.667,0.844,2.26,41.71
T02077,winter,0,49,11.12,200,18,9.0,4.9,2.45,1.621,8.971,1.274,1.2,1.479,3.954,55.93
T02078,autumn,0,42,13.5,200,17,8.5,4.2,2.1,1.173,7.473,1.078,1.018,1.072,3.168,57.6
T02079,summer,0,36,38.53,200,57,28.5,3.6,1.8,1.966,7.366,1.404,1.233,2.113,4.75,35.51
T02080,winter,0,47,16.72,200,52,26.0,4.7,2.35,0.985,8.035,1.755,1.551,1.416,4.721,41.24
T02081,autumn,1,36,9.43,200,100,50.0,2.1,1.8,1.323,5.223,1.44,1.62,2.084,5.144,1.51
T02082,winter,0,34,3.26,200,47,23.5,3.4,1.7,1.703,6.803,1.213,1.079,1.812,4.104,39.68
T02083,summer,1,35,25.55,200,48,24.0,2.042,1.75,0.753,4.545,0.793,1.12,1.029,2.943,35.26
T02084,winter,0,15,1.79,200,43,21.5,1.5,0.75,0.879,3.129,0.515,0.461,0.863,1.839,41.23
T02085,winter,0,10,3.46,200,35,17.5,1.0,0.5,0.497,1.997,0.317,0.287,0.493,1.097,45.04
T02086,spring,0,32,13.29,200,39,19.5,3.2,1.6,0.908,5.708,1.056,0.952,1.04,3.048,46.6
T02087,autumn,0,58,8.06,200,55,27.5,5.8,2.9,2.303,11.003,2.223,1.958,2.72,6.901,37.28
T02088,winter,0,52,2.68,200,41,20.5,5.2,2.6,2.938,10.738,1.751,1.573,2.87,6.194,42.32
T02089,winter,0,39,2.17,200,29,14.5,3.9,1.95,2.251,8.101,1.157,1.063,2.043,4.263,47.38
T02090,spring,1,44,11.78,200,87,43.5,2.567,2.2,1.392,6.159,1.569,1.837,2.186,5.592,9.21
T02091,summer,1,24,30.75,200,157,78.5,1.4,1.2,0.865,3.465,1.416,1.422,1.805,4.643,-33.99
T02092,spring,1,26,10.27,200,50,25.0,1.517,1.3,0.908,3.724,0.607,0.845,1.075,2.526,32.17
T02093,autumn,1,36,9.77,200,145,72.5,2.1,1.8,1.296,5.196,1.98,2.025,2.547,6.552,-26.1
T02094,spring,0,38,6.26,200,5,2.5,3.8,1.9,1.657,7.357,0.823,0.807,1.337,2.968,59.66
T02095,autumn,1,10,17.01,200,111,55.5,0.583,0.5,0.203,1.287,0.437,0.478,0.473,1.387,-7.81
T02096,spring,1,60,11.94,200,178,89.0,3.5,3.0,1.877,8.377,3.96,3.87,4.6,12.43,-48.38
T02097,autumn,1,34,15.17,200,102,51.0,1.983,1.7,0.826,4.51,1.383,1.547,1.631,4.56,-1.12
T02098,winter,0,53,7.16,200,34,17.0,5.3,2.65,2.207,10.157,1.661,1.51,2.238,5.409,46.74
T02099,summer,0,20,28.05,200,16,8.0,2.0,1.0,0.593,3.593,0.507,0.48,0.512,1.499,58.28
T02100,autumn,0,23,21.51,200,7,3.5,2.3,1.15,0.294,3.744,0.514,0.5,0.223,1.237,66.96
T02101,winter,0,38,1.75,200,43,21.5,3.8,1.9,2.231,7.931,1.305,1.168,2.189,4.662,41.22
T02102,summer,1,45,14.54,200,35,17.5,2.625,2.25,1.155,6.03,0.9,1.294,1.305,3.499,41.97
T02103,summer,1,36,21.97,200,44,22.0,2.1,1.8,0.495,4.395,0.768,1.116,0.779,2.663,39.41
T02104,autumn,0,21,20.25,200,26,13.0,2.1,1.05,0.279,3.429,0.602,0.556,0.333,1.491,56.51
T02105,autumn,0,53,18.43,200,41,20.5,5.3,2.65,0.913,8.863,1.784,1.603,1.255,4.642,47.62
T02106,winter,0,46,12.54,200,47,23.5,4.6,2.3,1.38,8.28,1.641,1.46,1.669,4.77,42.39
T02107,autumn,1,47,16.88,200,40,20.0,2.742,2.35,0.968,6.06,0.94,1.41,1.232,3.582,40.88
T02108,autumn,0,27,12.65,200,39,19.5,2.7,1.35,0.803,4.853,0.891,0.803,0.909,2.603,46.36
T02109,summer,0,34,24.69,200,42,21.0,3.4,1.7,0.669,5.769,1.156,1.037,0.885,3.078,46.64
T02110,spring,1,34,13.54,200,76,38.0,1.983,1.7,0.946,4.629,1.088,1.326,1.467,3.881,16.17
T02111,summer,0,55,24.14,200,36,18.0,5.5,2.75,1.016,9.266,1.76,1.595,1.278,4.633,50.01
T02112,autumn,0,31,13.08,200,31,15.5,3.1,1.55,0.894,5.544,0.94,0.86,0.945,2.746,50.47
T02113,summer,0,36,25.03,200,41,20.5,3.6,1.8,0.734,6.134,1.212,1.089,0.949,3.25,47.02
T02114,spring,0,31,2.37,200,28,14.0,3.1,1.55,1.774,6.424,0.909,0.837,1.602,3.349,47.88
T02115,summer,1,47,27.08,200,116,58.0,2.742,2.35,1.168,6.259,2.131,2.303,2.473,6.907,-10.34
T02116,winter,1,34,-1.76,200,161,80.5,1.983,1.7,2.281,5.964,2.051,2.049,3.452,7.552,-26.62
T02117,spring,1,23,17.26,200,115,57.5,1.342,1.15,0.455,2.946,1.035,1.121,1.105,3.261,-10.67
T02118,winter,0,23,8.14,200,22,11.0,2.3,1.15,0.909,4.359,0.629,0.586,0.847,2.063,52.69
T02119,spring,1,41,14.29,200,200,100.0,2.392,2.05,1.074,5.516,3.007,2.87,3.238,9.114,-65.23
T02120,autumn,0,10,10.29,200,62,31.0,1.0,0.5,0.349,1.849,0.407,0.355,0.449,1.211,34.51
T02121,summer,1,19,18.4,200,96,48.0,1.108,0.95,0.329,2.387,0.735,0.836,0.764,2.335,2.17
T02122,summer,1,54,25.89,200,41,20.5,3.15,2.7,1.202,7.052,1.098,1.633,1.508,4.24,39.88
T02123,summer,0,35,19.34,200,36,18.0,3.5,1.75,0.534,5.784,1.12,1.015,0.718,2.853,50.68
T02124,autumn,0,52,12.11,200,16,8.0,5.2,2.6,1.609,9.409,1.317,1.248,1.444,4.009,57.39
T02125,spring,1,37,19.07,200,0,0.0,2.158,1.85,0.587,4.595,0.74,0.74,0.378,1.858,59.57
T02126,summer,1,52,16.27,200,37,18.5,3.033,2.6,1.14,6.773,1.04,1.521,1.375,3.936,41.89
T02127,winter,1,45,5.92,200,120,60.0,2.625,2.25,1.996,6.871,2.1,2.25,3.164,7.514,-9.37
T02128,summer,1,42,33.41,200,130,65.0,2.45,2.1,1.782,6.332,2.1,2.205,3.018,7.323,-15.65
T02129,winter,1,32,4.34,200,145,72.5,1.867,1.6,1.528,4.995,1.76,1.8,2.583,6.143,-22.98
T02130,autumn,1,43,12.52,200,104,52.0,2.508,2.15,1.292,5.95,1.777,1.978,2.297,6.052,-1.71
T02131,summer,0,21,32.23,200,38,19.0,2.1,1.05,0.832,3.982,0.686,0.619,0.852,2.158,45.8
T02132,spring,0,43,17.75,200,46,23.0,4.3,2.15,0.804,7.254,1.519,1.355,1.136,4.01,44.72
T02133,winter,0,16,6.14,200,130,65.0,1.6,0.8,0.702,3.102,1.013,0.84,1.166,3.02,2.64
T02134,summer,0,60,15.07,200,32,16.0,6.0,3.0,1.47,10.47,1.84,1.68,1.628,5.148,50.83
T02135,spring,1,50,6.04,200,104,52.0,2.917,2.5,2.204,7.621,2.067,2.3,3.265,7.631,-0.14
T02136,winter,1,32,12.15,200,100,50.0,1.867,1.6,0.987,4.454,1.28,1.44,1.693,4.413,0.92
T02137,winter,0,32,5.79,200,18,9.0,3.2,1.6,1.428,6.228,0.832,0.784,1.278,2.894,53.53
T02138,summer,1,30,25.69,200,43,21.5,1.75,1.5,0.655,3.905,0.63,0.922,0.845,2.397,38.6
T02139,autumn,0,38,7.6,200,27,13.5,3.8,1.9,1.547,7.247,1.102,1.016,1.495,3.613,50.14
T02140,autumn,1,60,4.61,200,152,76.0,3.5,3.0,2.831,9.331,3.44,3.48,4.939,11.859,-27.1
T02141,autumn,0,32,10.53,200,50,25.0,3.2,1.6,1.1,5.9,1.173,1.04,1.308,3.521,40.31
T02142,spring,0,32,7.89,200,73,36.5,3.2,1.6,1.282,6.082,1.419,1.224,1.683,4.326,28.88
T02143,summer,0,32,25.9,200,33,16.5,3.2,1.6,0.713,5.513,0.992,0.904,0.818,2.714,50.78
T02144,summer,1,24,24.55,200,112,56.0,1.4,1.2,0.464,3.064,1.056,1.152,1.122,3.33,-8.68
T02145,autumn,0,34,15.14,200,59,29.5,3.4,1.7,0.828,5.928,1.349,1.181,1.193,3.724,37.19
T02146,autumn,1,24,17.65,200,110,55.0,1.4,1.2,0.454,3.054,1.04,1.14,1.099,3.279,-7.37
T02147,summer,0,38,15.55,200,38,19.0,3.8,1.9,0.892,6.592,1.241,1.121,1.066,3.428,47.99
T02148,autumn,1,27,21.86,200,142,71.0,1.575,1.35,0.365,3.29,1.458,1.499,1.373,4.329,-31.58
T02149,winter,1,33,7.11,200,101,50.5,1.925,1.65,1.378,4.953,1.331,1.493,2.06,4.884,1.39
T02150,winter,0,37,4.06,200,59,29.5,3.7,1.85,1.79,7.34,1.468,1.286,2.051,4.804,34.55
T02151,autumn,0,24,8.25,200,18,9.0,2.4,1.2,0.943,4.543,0.624,0.588,0.851,2.063,54.6
T02152,winter,0,36,9.73,200,5,2.5,3.6,1.8,1.299,6.699,0.78,0.765,1.038,2.583,61.44
T02153,winter,1,49,10.68,200,39,19.5,2.858,2.45,1.667,6.976,0.98,1.458,1.827,4.265,38.86
T02154,winter,1,37,9.74,200,128,64.0,2.158,1.85,1.334,5.342,1.825,1.924,2.431,6.18,-15.69
T02155,summer,0,40,21.7,200,70,35.0,4.0,2.0,0.527,6.527,1.733,1.5,1.158,4.391,32.72
T02156,autumn,0,22,10.13,200,1,0.5,2.2,1.1,0.775,4.075,0.447,0.445,0.592,1.485,63.57
T02157,summer,1,20,30.11,200,200,100.0,1.167,1.0,0.691,2.858,1.467,1.4,1.751,4.617,-61.59
T02158,summer,1,22,20.21,200,81,40.5,1.283,1.1,0.295,2.678,0.741,0.885,0.713,2.339,12.64
T02159,summer,1,33,23.57,200,168,84.0,1.925,1.65,0.569,4.144,2.068,2.046,2.039,6.153,-48.48
T02160,summer,0,58,29.78,200,49,24.5,5.8,2.9,1.959,10.659,2.107,1.871,2.282,6.26,41.27
T02161,summer,1,32,33.56,200,53,26.5,1.867,1.6,1.368,4.835,0.779,1.064,1.532,3.374,30.21
T02162,summer,1,30,33.84,200,128,64.0,1.75,1.5,1.303,4.553,1.48,1.56,2.161,5.201,-14.24
T02163,autumn,0,38,8.61,200,27,13.5,3.8,1.9,1.463,7.163,1.102,1.016,1.424,3.543,50.54
T02164,summer,1,30,26.81,200,59,29.5,1.75,1.5,0.728,3.978,0.79,1.042,1.051,2.883,27.52
T02165,summer,1,45,28.93,200,193,96.5,2.625,2.25,1.428,6.303,3.195,3.071,3.738,10.004,-58.72
T02166,summer,0,44,23.58,200,43,21.5,4.4,2.2,0.759,7.359,1.511,1.353,1.069,3.932,46.56
T02167,winter,0,46,8.38,200,30,15.0,4.6,2.3,1.794,8.694,1.38,1.265,1.785,4.43,49.05
T02168,winter,0,23,10.86,200,20,10.0,2.3,1.15,0.774,4.224,0.613,0.575,0.719,1.907,54.84
T02169,spring,0,47,10.56,200,11,5.5,4.7,2.35,1.612,8.662,1.112,1.069,1.368,3.55,59.02
T02170,autumn,1,32,6.49,200,112,56.0,1.867,1.6,1.379,4.846,1.408,1.536,2.14,5.084,-4.91
T02171,autumn,1,20,14.02,200,193,96.5,1.167,1.0,0.536,2.702,1.42,1.365,1.547,4.332,-60.31
T02172,winter,1,40,7.41,200,166,83.0,2.333,2.0,1.645,5.978,2.48,2.46,3.255,8.195,-37.09
T02173,summer,1,21,22.1,200,152,76.0,1.225,1.05,0.295,2.57,1.204,1.218,1.14,3.562,-38.59
T02174,spring,0,32,9.84,200,17,8.5,3.2,1.6,1.147,5.947,0.821,0.776,1.032,2.629,55.8
T02175,spring,0,22,8.88,200,32,16.0,2.2,1.1,0.834,4.134,0.675,0.616,0.847,2.137,48.3
T02176,autumn,0,39,19.93,200,41,20.5,3.9,1.95,0.546,6.396,1.313,1.18,0.816,3.309,48.26
T02177,winter,0,25,-0.07,200,10,5.0,2.5,1.25,1.576,5.326,0.583,0.562,1.268,2.413,54.69
T02178,spring,1,17,9.35,200,134,67.0,0.992,0.85,0.627,2.469,0.873,0.909,1.16,2.942,-19.15
T02179,winter,0,34,3.3,200,27,13.5,3.4,1.7,1.701,6.801,0.986,0.909,1.606,3.501,48.52
T02180,summer,0,29,22.86,200,61,30.5,2.9,1.45,0.455,4.805,1.17,1.022,0.823,3.015,37.26
T02181,autumn,0,41,6.19,200,19,9.5,4.1,2.05,1.794,7.944,1.08,1.015,1.62,3.715,53.24
T02182,summer,0,37,21.32,200,47,23.5,3.7,1.85,0.457,6.007,1.32,1.175,0.79,3.285,45.32
T02183,autumn,1,31,13.77,200,145,72.5,1.808,1.55,0.847,4.206,1.705,1.744,1.966,5.415,-28.75
T02184,summer,1,49,25.59,200,120,60.0,2.858,2.45,1.059,6.368,2.287,2.45,2.503,7.24,-13.7
T02185,winter,0,60,7.84,200,2,1.0,6.0,3.0,2.41,11.41,1.24,1.23,1.883,4.353,61.85
T02186,winter,0,35,6.24,200,27,13.5,3.5,1.75,1.528,6.778,1.015,0.936,1.464,3.415,49.61
T02187,autumn,0,38,8.97,200,33,16.5,3.8,1.9,1.433,7.133,1.178,1.073,1.467,3.719,47.87
T02188,autumn,0,30,15.81,200,13,6.5,3.0,1.5,0.688,5.188,0.73,0.698,0.603,2.03,60.87
T02189,summer,1,51,20.57,200,56,28.0,2.975,2.55,0.642,6.167,1.292,1.734,1.237,4.263,30.88
T02190,summer,1,34,29.04,200,117,58.5,1.983,1.7,1.088,4.771,1.553,1.675,2.017,5.244,-9.92
T02191,summer,0,46,18.06,200,43,21.5,4.6,2.3,0.829,7.729,1.579,1.415,1.148,4.142,46.42
T02192,autumn,1,35,24.12,200,200,100.0,2.042,1.75,0.645,4.436,2.567,2.45,2.533,7.55,-70.18
T02193,autumn,0,39,12.69,200,29,14.5,3.9,1.95,1.157,7.007,1.157,1.063,1.193,3.413,51.29
T02194,spring,0,15,14.03,200,34,17.0,1.5,0.75,0.402,2.652,0.47,0.427,0.445,1.342,49.38
T02195,autumn,1,20,12.56,200,95,47.5,1.167,1.0,0.599,2.766,0.767,0.875,1.013,2.655,4.02
T02196,spring,1,18,7.51,200,120,60.0,1.05,0.9,0.736,2.686,0.84,0.9,1.213,2.953,-9.94
T02197,winter,0,38,-3.57,200,151,75.5,3.8,1.9,2.713,8.413,2.673,2.194,3.871,8.738,-3.86
T02198,autumn,0,50,19.21,200,76,38.0,5.0,2.5,0.777,8.277,2.267,1.95,1.637,5.854,29.28
T02199,spring,1,23,12.8,200,93,46.5,1.342,1.15,0.677,3.169,0.866,0.995,1.141,3.002,5.26
T02200,autumn,0,21,11.31,200,14,7.0,2.1,1.05,0.686,3.836,0.518,0.493,0.601,1.613,57.96
T02201,summer,0,29,25.5,200,11,5.5,2.9,1.45,0.621,4.971,0.686,0.66,0.529,1.875,62.29
T02202,summer,1,28,29.51,200,168,84.0,1.633,1.4,0.928,3.961,1.755,1.736,2.137,5.627,-42.07
T02203,spring,1,33,18.31,200,123,61.5,1.925,1.65,0.577,4.152,1.573,1.675,1.6,4.848,-16.76
T02204,summer,0,27,27.23,200,6,3.0,2.7,1.35,0.68,4.73,0.594,0.581,0.537,1.712,63.81
T02205,autumn,0,12,21.61,200,34,17.0,1.2,0.6,0.156,1.956,0.376,0.342,0.216,0.934,52.26
T02206,autumn,1,60,17.71,200,188,94.0,3.5,3.0,1.128,7.628,4.16,4.02,4.146,12.326,-61.59
T02207,winter,0,42,-1.46,200,43,21.5,4.2,2.1,2.787,9.087,1.442,1.291,2.678,5.412,40.44
T02208,winter,1,51,10.61,200,69,34.5,2.975,2.55,1.743,7.268,1.513,1.9,2.367,5.78,20.48
T02209,winter,0,43,3.61,200,138,69.0,4.3,2.15,2.122,8.572,2.838,2.343,3.438,8.619,-0.55
T02210,spring,0,41,18.28,200,36,18.0,4.1,2.05,0.72,6.87,1.312,1.189,0.92,3.421,50.2
T02211,autumn,1,45,10.65,200,128,64.0,2.625,2.25,1.535,6.41,2.22,2.34,2.882,7.442,-16.11
T02212,spring,0,16,10.35,200,0,0.0,1.6,0.8,0.556,2.956,0.32,0.32,0.419,1.059,64.17
T02213,autumn,0,58,14.63,200,26,13.0,5.8,2.9,1.478,10.178,1.663,1.537,1.517,4.716,53.66
T02214,winter,1,44,2.17,200,84,42.0,2.567,2.2,2.539,7.306,1.525,1.804,3.067,6.396,12.45
T02215,spring,1,36,2.26,200,120,60.0,2.1,1.8,2.07,5.97,1.68,1.8,2.911,6.391,-7.06
T02216,winter,0,24,19.53,200,30,15.0,2.4,1.2,0.356,3.956,0.72,0.66,0.441,1.821,53.98
T02217,summer,1,32,18.01,200,54,27.0,1.867,1.6,0.581,4.047,0.789,1.072,0.907,2.769,31.6
T02218,spring,1,49,6.42,200,105,52.5,2.858,2.45,2.119,7.427,2.042,2.266,3.18,7.488,-0.81
T02219,autumn,0,36,11.83,200,21,10.5,3.6,1.8,1.135,6.535,0.972,0.909,1.072,2.953,54.81
T02220,winter,1,36,1.05,200,45,22.5,2.1,1.8,2.174,6.074,0.78,1.125,2.145,4.05,33.32
T02221,winter,1,52,11.3,200,155,77.5,3.033,2.6,1.699,7.333,3.033,3.055,3.689,9.778,-33.34
T02222,winter,1,37,9.8,200,96,48.0,2.158,1.85,1.33,5.338,1.431,1.628,2.072,5.131,3.88
T02223,winter,1,35,13.07,200,48,24.0,2.042,1.75,1.01,4.801,0.793,1.12,1.246,3.16,34.2
T02224,autumn,1,28,17.25,200,157,78.5,1.633,1.4,0.554,3.588,1.652,1.659,1.698,5.009,-39.62
T02225,winter,0,43,7.78,200,72,36.0,4.3,2.15,1.734,8.184,1.892,1.634,2.258,5.784,29.32
T02226,winter,0,34,-4.33,200,170,85.0,3.4,1.7,2.489,7.589,2.607,2.125,3.717,8.448,-11.32
T02227,winter,1,22,2.28,200,69,34.5,1.283,1.1,1.264,3.647,0.653,0.819,1.425,2.897,20.57
T02228,summer,1,23,31.85,200,105,52.5,1.342,1.15,0.89,3.382,0.958,1.064,1.402,3.424,-1.26
T02229,summer,0,37,21.41,200,33,16.5,3.7,1.85,0.465,6.015,1.147,1.045,0.641,2.833,52.89
T02230,autumn,1,37,-0.49,200,54,27.0,2.158,1.85,2.37,6.378,0.913,1.239,2.419,4.571,28.33
T02231,autumn,1,31,7.23,200,180,90.0,1.808,1.55,1.286,4.645,2.067,2.015,2.663,6.745,-45.21
T02232,summer,1,38,27.5,200,52,26.0,2.217,1.9,0.978,5.095,0.912,1.254,1.299,3.465,32.0
T02233,summer,0,53,16.07,200,17,8.5,5.3,2.65,1.184,9.134,1.36,1.285,1.102,3.748,58.97
T02234,autumn,0,44,16.11,200,38,19.0,4.4,2.2,0.98,7.58,1.437,1.298,1.19,3.925,48.22
T02235,spring,1,34,2.27,200,0,0.0,1.983,1.7,1.954,5.637,0.68,0.68,1.464,2.824,49.91
T02236,summer,1,34,23.02,200,27,13.5,1.983,1.7,0.546,4.229,0.68,0.909,0.628,2.218,47.56
T02237,spring,1,22,4.37,200,0,0.0,1.283,1.1,1.049,3.433,0.44,0.44,0.817,1.697,50.55
T02238,spring,1,46,5.13,200,81,40.5,2.683,2.3,2.118,7.102,1.549,1.852,2.763,6.163,13.22
T02239,summer,1,40,32.5,200,69,34.5,2.333,2.0,1.61,5.943,1.187,1.49,2.035,4.712,20.72
T02240,autumn,0,49,3.11,200,110,55.0,4.9,2.45,2.471,9.821,2.777,2.327,3.551,8.655,11.87
T02241,summer,1,60,28.7,200,149,74.5,3.5,3.0,1.871,8.371,3.38,3.435,4.126,10.941,-30.69
T02242,summer,0,46,27.47,200,19,9.5,4.6,2.3,1.181,8.081,1.211,1.139,1.114,3.464,57.13
T02243,summer,1,34,28.68,200,183,91.5,1.983,1.7,1.059,4.742,2.301,2.236,2.701,7.237,-52.61
T02244,winter,1,45,2.66,200,73,36.5,2.625,2.25,2.544,7.419,1.395,1.721,2.938,6.055,18.39
T02245,autumn,0,25,14.76,200,47,23.5,2.5,1.25,0.63,4.38,0.892,0.794,0.805,2.49,43.13
T02246,summer,0,47,24.71,200,19,9.5,4.7,2.35,0.926,7.976,1.238,1.163,0.901,3.301,58.61
T02247,spring,0,37,8.65,200,37,18.5,3.7,1.85,1.422,6.972,1.196,1.082,1.495,3.774,45.87
T02248,winter,0,38,3.86,200,50,25.0,3.8,1.9,1.855,7.555,1.393,1.235,2.018,4.646,38.5
T02249,summer,0,60,22.99,200,13,6.5,6.0,3.0,0.959,9.959,1.46,1.395,0.853,3.708,62.76
T02250,summer,1,34,24.87,200,68,34.0,1.983,1.7,0.681,4.365,0.997,1.258,1.161,3.417,21.72
T02251,winter,0,10,4.11,200,154,77.0,1.0,0.5,0.483,1.983,0.713,0.585,0.838,2.137,-7.77
T02252,spring,1,28,7.94,200,54,27.0,1.633,1.4,1.119,4.152,0.691,0.938,1.311,2.939,29.21
T02253,autumn,0,41,15.95,200,30,15.0,4.1,2.05,0.927,7.077,1.23,1.127,1.022,3.379,52.25
T02254,winter,1,47,3.28,200,71,35.5,2.742,2.35,2.353,7.444,1.426,1.774,2.841,6.041,18.85
T02255,summer,1,22,21.61,200,25,12.5,1.283,1.1,0.286,2.669,0.44,0.577,0.336,1.354,49.28
T02256,summer,1,11,28.27,200,46,23.0,0.642,0.55,0.332,1.524,0.242,0.346,0.39,0.979,35.75
T02257,winter,0,37,7.73,200,97,48.5,3.7,1.85,1.495,7.045,1.936,1.637,2.223,5.797,17.72
T02258,spring,1,28,15.72,200,35,17.5,1.633,1.4,0.647,3.681,0.56,0.805,0.752,2.117,42.48
T02259,summer,0,57,19.06,200,33,16.5,5.7,2.85,0.905,9.455,1.767,1.61,1.147,4.524,52.15
T02260,winter,0,50,4.81,200,122,61.0,5.0,2.5,2.338,9.838,3.033,2.525,3.648,9.206,6.42
T02261,autumn,0,45,15.57,200,2,1.0,4.5,2.25,1.054,7.804,0.93,0.922,0.775,2.627,66.34
T02262,winter,1,32,0.7,200,95,47.5,1.867,1.6,1.959,5.426,1.227,1.4,2.432,5.059,6.76
T02263,winter,1,27,4.68,200,72,36.0,1.575,1.35,1.269,4.194,0.828,1.026,1.571,3.425,18.35
T02264,autumn,0,41,9.37,200,55,27.5,4.1,2.05,1.512,7.662,1.572,1.384,1.824,4.78,37.62
T02265,spring,1,37,18.77,200,126,63.0,2.158,1.85,0.611,4.619,1.801,1.905,1.797,5.503,-19.14
T02266,autumn,0,39,-2.01,200,22,11.0,3.9,1.95,2.64,8.49,1.066,0.994,2.271,4.331,48.98
T02267,spring,0,50,15.68,200,32,16.0,5.0,2.5,1.16,8.66,1.533,1.4,1.301,4.234,51.1
T02268,autumn,1,48,8.54,200,75,37.5,2.8,2.4,1.856,7.056,1.52,1.86,2.496,5.876,16.71
T02269,winter,1,60,4.14,200,22,11.0,3.5,3.0,2.892,9.392,1.2,1.53,2.65,5.38,42.71
T02270,winter,0,50,4.35,200,62,31.0,5.0,2.5,2.387,9.887,2.033,1.775,2.789,6.598,33.27
T02271,winter,0,29,-0.14,200,41,20.5,2.9,1.45,1.834,6.184,0.976,0.877,1.758,3.612,41.6
T02272,autumn,0,42,5.66,200,14,7.0,4.2,2.1,1.886,8.186,1.036,0.987,1.637,3.66,55.28
T02273,spring,1,18,3.86,200,132,66.0,1.05,0.9,0.878,2.828,0.912,0.954,1.398,3.264,-15.42
T02274,winter,0,42,4.93,200,112,56.0,4.2,2.1,1.952,8.252,2.408,2.016,2.928,7.352,10.9
T02275,spring,0,31,12.29,200,23,11.5,3.1,1.55,0.947,5.597,0.858,0.798,0.916,2.572,54.05
T02276,spring,1,35,6.26,200,183,91.5,2.042,1.75,1.526,5.318,2.368,2.301,3.101,7.77,-46.12
T02277,spring,1,18,19.79,200,121,60.5,1.05,0.9,0.257,2.207,0.846,0.904,0.813,2.564,-16.16
T02278,winter,1,29,0.35,200,87,43.5,1.692,1.45,1.799,4.941,1.034,1.211,2.15,4.395,11.04
T02279,autumn,0,18,18.39,200,18,9.0,1.8,0.9,0.312,3.012,0.468,0.441,0.303,1.212,59.75
T02280,winter,0,45,7.24,200,38,19.0,4.5,2.25,1.867,8.617,1.47,1.328,1.948,4.746,44.92
T02281,summer,1,36,30.17,200,79,39.5,2.1,1.8,1.249,5.149,1.188,1.431,1.783,4.402,14.5
T02282,summer,0,19,19.04,200,13,6.5,1.9,0.95,0.302,3.152,0.462,0.442,0.269,1.173,62.79
T02283,winter,0,51,0.12,200,31,15.5,5.1,2.55,3.192,10.842,1.547,1.415,2.904,5.867,45.89
T02284,spring,0,40,18.54,200,42,21.0,4.0,2.0,0.68,6.68,1.36,1.22,0.951,3.531,47.14
T02285,spring,0,10,1.81,200,27,13.5,1.0,0.5,0.586,2.086,0.29,0.267,0.524,1.082,48.12
T02286,winter,0,14,7.36,200,56,28.0,1.4,0.7,0.577,2.677,0.541,0.476,0.679,1.696,36.65
T02287,autumn,0,38,17.46,200,28,14.0,3.8,1.9,0.735,6.435,1.115,1.026,0.819,2.96,54.0
T02288,autumn,1,48,14.11,200,103,51.5,2.8,2.4,1.276,6.476,1.968,2.196,2.409,6.573,-1.5
T02289,autumn,1,13,1.69,200,81,40.5,0.758,0.65,0.765,2.173,0.438,0.523,0.906,1.867,14.11
T02290,summer,1,41,31.4,200,88,44.0,2.392,2.05,1.543,5.984,1.476,1.722,2.245,5.443,9.05
T02291,summer,1,44,17.49,200,94,47.0,2.567,2.2,0.848,5.615,1.672,1.914,1.817,5.403,3.76
T02292,winter,0,32,7.42,200,0,0.0,3.2,1.6,1.315,6.115,0.64,0.64,1.01,2.29,62.55
T02293,summer,1,36,26.02,200,124,62.0,2.1,1.8,0.811,4.711,1.728,1.836,1.91,5.474,-16.2
T02294,summer,1,20,26.82,200,16,8.0,1.167,1.0,0.485,2.652,0.4,0.48,0.443,1.323,50.13
